citing_work_id,citing_doi,citing_title,publication_year,author_order,author_id,author_name,author_orcid,author_position,institution_id,institution_name,institution_type,ror,raw_affiliation_strings,raw_affiliation_institution_links,reported_country_codes,country_code,country,state_province,region_id,city,latitude,longitude,geo_status,geo_source,region_basis,region_source,region_admin1_code,coordinate_precision,is_direct_self_citation,included_in_public_map
W7127962472,10.1016/j.conengprac.2026.106819,A novel model predictive control law for over-actuated space cable-driven manipulators,2026,4,A5121269699,Deshan Meng,,middle,I157773358,Sun Yat-sen University,education,https://ror.org/0064kty71,"[""School of Aeronautics and Astronautics, Sun Yat-sen University, Shenzhen, 518055, China""]","[{""raw_affiliation_string"": ""School of Aeronautics and Astronautics, Sun Yat-sen University, Shenzhen, 518055, China"", ""institution_ids"": [""https://openalex.org/I157773358""]}]","[""CN""]",CN,China,Guangdong,CN-guangdong,Guangzhou,23.11667,113.25,institution_geo,https://api.openalex.org/institutions/I157773358,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7127962472,10.1016/j.conengprac.2026.106819,A novel model predictive control law for over-actuated space cable-driven manipulators,2026,5,A5125242775,Hui-Jie Sun,,middle,I139660479,Central South University,education,https://ror.org/00f1zfq44,"[""School of Traffic and Transportation Engineering, Central South University, Changsha, 410075, China""]","[{""raw_affiliation_string"": ""School of Traffic and Transportation Engineering, Central South University, Changsha, 410075, China"", ""institution_ids"": [""https://openalex.org/I139660479""]}]","[""CN""]",CN,China,Hunan,CN-hunan,Changsha,28.19874,112.97087,institution_geo,https://api.openalex.org/institutions/I139660479,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7127962472,10.1016/j.conengprac.2026.106819,A novel model predictive control law for over-actuated space cable-driven manipulators,2026,6,A5125124028,Ping Wang,,middle,I157773358,Sun Yat-sen University,education,https://ror.org/0064kty71,"[""School of Intelligent System Engineering, Sun Yat-sen University, Shenzhen, 518055, China""]","[{""raw_affiliation_string"": ""School of Intelligent System Engineering, Sun Yat-sen University, Shenzhen, 518055, China"", ""institution_ids"": [""https://openalex.org/I157773358""]}]","[""CN""]",CN,China,Guangdong,CN-guangdong,Guangzhou,23.11667,113.25,institution_geo,https://api.openalex.org/institutions/I157773358,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7127962472,10.1016/j.conengprac.2026.106819,A novel model predictive control law for over-actuated space cable-driven manipulators,2026,7,A5080309684,Muhammad Imran,https://orcid.org/0000-0003-1001-9648,last,I929597975,National University of Sciences and Technology,education,https://ror.org/03w2j5y17,"[""National University of Sciences and Technology, Islamabad, 44000, Pakistan""]","[{""raw_affiliation_string"": ""National University of Sciences and Technology, Islamabad, 44000, Pakistan"", ""institution_ids"": [""https://openalex.org/I929597975""]}]","[""PK""]",PK,Pakistan,Islamabad,PK-islamabad,Islamabad,33.72148,73.04329,institution_geo,https://api.openalex.org/institutions/I929597975,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7130653856,10.1016/j.epsr.2026.112878,A novel multi-task learning-based electrical energy consumption prediction method with application to a hot strip rolling mill process,2026,1,A5146613034,Kai Zhang,https://orcid.org/0009-0009-4472-1831,first,I92403157,University of Science and Technology Beijing,education,https://ror.org/02egmk993,"[""Key Laboratory of Knowledge Automation for Industrial Processes of Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China"", ""School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China""]","[{""raw_affiliation_string"": ""Key Laboratory of Knowledge Automation for Industrial Processes of Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China"", ""institution_ids"": [""https://openalex.org/I92403157""]}, {""raw_affiliation_string"": ""School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China"", ""institution_ids"": [""https://openalex.org/I92403157""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I92403157,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7130653856,10.1016/j.epsr.2026.112878,A novel multi-task learning-based electrical energy consumption prediction method with application to a hot strip rolling mill process,2026,2,A5126515100,Zongxu Cao,,middle,I92403157,University of Science and Technology Beijing,education,https://ror.org/02egmk993,"[""School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China""]","[{""raw_affiliation_string"": ""School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China"", ""institution_ids"": [""https://openalex.org/I92403157""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I92403157,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7130653856,10.1016/j.epsr.2026.112878,A novel multi-task learning-based electrical energy consumption prediction method with application to a hot strip rolling mill process,2026,3,A5146856821,Yali Wang,https://orcid.org/0009-0009-5418-999X,middle,I92403157,University of Science and Technology Beijing,education,https://ror.org/02egmk993,"[""School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China""]","[{""raw_affiliation_string"": ""School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, 100083, PR China"", ""institution_ids"": [""https://openalex.org/I92403157""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I92403157,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7130653856,10.1016/j.epsr.2026.112878,A novel multi-task learning-based electrical energy consumption prediction method with application to a hot strip rolling mill process,2026,4,A5126450819,Yibin Rui,,last,I4210110794,Taiyuan Heavy Industry (China),company,https://ror.org/022vzex26,"[""Beijing Jianlong Heavy Industry Group Co. Ltd, Beijing, 100070, PR China""]","[{""raw_affiliation_string"": ""Beijing Jianlong Heavy Industry Group Co. Ltd, Beijing, 100070, PR China"", ""institution_ids"": [""https://openalex.org/I4210110794""]}]","[""CN""]",CN,China,Shanxi,CN-shanxi,Taiyuan,37.869869232177734,112.50411987304688,institution_geo,https://api.openalex.org/institutions/I4210110794,Natural Earth v5.1.2 point-in-polygon using institution city coordinates,https://raw.githubusercontent.com/nvkelso/natural-earth-vector/v5.1.2/geojson/ne_10m_admin_1_states_provinces.geojson,CN-SX,institution_city_point,False,True
W7162212290,10.1080/21642583.2026.2671530,Adaptive dynamic programming for controlling constrained nonlinear systems: a survey and recent advances,2026,1,A5136837028,Bo Zhao,,first,I25254941,Beijing Normal University,education,https://ror.org/022k4wk35,"[""School of Systems Science, Beijing Normal University""]","[{""raw_affiliation_string"": ""School of Systems Science, Beijing Normal University"", ""institution_ids"": [""https://openalex.org/I25254941""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I25254941,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7162212290,10.1080/21642583.2026.2671530,Adaptive dynamic programming for controlling constrained nonlinear systems: a survey and recent advances,2026,2,A5050013410,Mingduo Lin,https://orcid.org/0000-0002-7456-2183,middle,I3045169105,Southern University of Science and Technology,education,https://ror.org/049tv2d57,"[""School of Automation and Intelligent Manufacturing, Southern University of Science and Technology""]","[{""raw_affiliation_string"": ""School of Automation and Intelligent Manufacturing, Southern University of Science and Technology"", ""institution_ids"": [""https://openalex.org/I3045169105""]}]","[""CN""]",CN,China,Guangdong,CN-guangdong,Shenzhen,22.54554,114.0683,institution_geo,https://api.openalex.org/institutions/I3045169105,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7162212290,10.1080/21642583.2026.2671530,Adaptive dynamic programming for controlling constrained nonlinear systems: a survey and recent advances,2026,3,A5004831345,Guoling Yuan,,last,I25254941,Beijing Normal University,education,https://ror.org/022k4wk35,"[""School of Systems Science, Beijing Normal University""]","[{""raw_affiliation_string"": ""School of Systems Science, Beijing Normal University"", ""institution_ids"": [""https://openalex.org/I25254941""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I25254941,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,1,A5077115563,Fenglin Cai,https://orcid.org/0000-0003-1853-3107,first,I16365422,Hefei University of Technology,education,https://ror.org/02czkny70,"[""Hefei University of Technology""]","[{""raw_affiliation_string"": ""Hefei University of Technology"", ""institution_ids"": [""https://openalex.org/I16365422""]}]","[""CN""]",CN,China,Anhui,CN-anhui,Hefei,31.863889694213867,117.28083038330078,institution_geo,https://api.openalex.org/institutions/I16365422,Natural Earth v5.1.2 point-in-polygon using institution city coordinates,https://raw.githubusercontent.com/nvkelso/natural-earth-vector/v5.1.2/geojson/ne_10m_admin_1_states_provinces.geojson,CN-AH,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,2,A5032434062,Zhiming Dong,https://orcid.org/0000-0002-1021-506X,middle,I168337820,Chongqing University of Science and Technology,education,https://ror.org/03n3v6d52,"[""Chongqing University of Science and Technology""]","[{""raw_affiliation_string"": ""Chongqing University of Science and Technology"", ""institution_ids"": [""https://openalex.org/I168337820""]}]","[""CN""]",CN,China,Chongqing,CN-chongqing,Chongqing,29.56026,106.55771,institution_geo,https://api.openalex.org/institutions/I168337820,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,3,A5126855842,Xiaodong Yang,,middle,I16365422,Hefei University of Technology,education,https://ror.org/02czkny70,"[""Hefei University of Technology""]","[{""raw_affiliation_string"": ""Hefei University of Technology"", ""institution_ids"": [""https://openalex.org/I16365422""]}]","[""CN""]",CN,China,Anhui,CN-anhui,Hefei,31.863889694213867,117.28083038330078,institution_geo,https://api.openalex.org/institutions/I16365422,Natural Earth v5.1.2 point-in-polygon using institution city coordinates,https://raw.githubusercontent.com/nvkelso/natural-earth-vector/v5.1.2/geojson/ne_10m_admin_1_states_provinces.geojson,CN-AH,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,4,A5126933755,Jie Li,,middle,I168337820,Chongqing University of Science and Technology,education,https://ror.org/03n3v6d52,"[""Chongqing University of Science and Technology""]","[{""raw_affiliation_string"": ""Chongqing University of Science and Technology"", ""institution_ids"": [""https://openalex.org/I168337820""]}]","[""CN""]",CN,China,Chongqing,CN-chongqing,Chongqing,29.56026,106.55771,institution_geo,https://api.openalex.org/institutions/I168337820,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,5,A5101084595,Zhixiang Hao,https://orcid.org/0009-0006-5275-0518,middle,I16365422,Hefei University of Technology,education,https://ror.org/02czkny70,"[""Hefei University of Technology""]","[{""raw_affiliation_string"": ""Hefei University of Technology"", ""institution_ids"": [""https://openalex.org/I16365422""]}]","[""CN""]",CN,China,Anhui,CN-anhui,Hefei,31.863889694213867,117.28083038330078,institution_geo,https://api.openalex.org/institutions/I16365422,Natural Earth v5.1.2 point-in-polygon using institution city coordinates,https://raw.githubusercontent.com/nvkelso/natural-earth-vector/v5.1.2/geojson/ne_10m_admin_1_states_provinces.geojson,CN-AH,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,6,A5121537858,Yaoyao He,,middle,I16365422,Hefei University of Technology,education,https://ror.org/02czkny70,"[""Hefei University of Technology""]","[{""raw_affiliation_string"": ""Hefei University of Technology"", ""institution_ids"": [""https://openalex.org/I16365422""]}]","[""CN""]",CN,China,Anhui,CN-anhui,Hefei,31.863889694213867,117.28083038330078,institution_geo,https://api.openalex.org/institutions/I16365422,Natural Earth v5.1.2 point-in-polygon using institution city coordinates,https://raw.githubusercontent.com/nvkelso/natural-earth-vector/v5.1.2/geojson/ne_10m_admin_1_states_provinces.geojson,CN-AH,institution_city_point,False,True
W7131618216,10.1109/tsg.2026.3668484,An End-to-End Learning Model With Quantization Technology for Dynamic Prediction-Decision Joint-Making in Active Distribution Networks,2026,7,A5121092712,Helong Li,,last,I16365422,Hefei University of Technology,education,https://ror.org/02czkny70,"[""Hefei University of Technology""]","[{""raw_affiliation_string"": ""Hefei University of Technology"", ""institution_ids"": [""https://openalex.org/I16365422""]}]","[""CN""]",CN,China,Anhui,CN-anhui,Hefei,31.863889694213867,117.28083038330078,institution_geo,https://api.openalex.org/institutions/I16365422,Natural Earth v5.1.2 point-in-polygon using institution city coordinates,https://raw.githubusercontent.com/nvkelso/natural-earth-vector/v5.1.2/geojson/ne_10m_admin_1_states_provinces.geojson,CN-AH,institution_city_point,False,True
W7164004175,10.1109/tsmc.2026.3699694,"Artificial Intelligence-Empowered Trajectory Tracking Control for Autonomous Vehicles: A Survey on Applications, Frameworks, and Future Trends",2026,1,A5101788633,Xu Huang,https://orcid.org/0000-0002-7310-5677,first,I99065089,Tsinghua University,education,https://ror.org/03cve4549,"[""Tsinghua University""]","[{""raw_affiliation_string"": ""Tsinghua University"", ""institution_ids"": [""https://openalex.org/I99065089""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I99065089,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164004175,10.1109/tsmc.2026.3699694,"Artificial Intelligence-Empowered Trajectory Tracking Control for Autonomous Vehicles: A Survey on Applications, Frameworks, and Future Trends",2026,2,A5011184498,Shaobing Xu,https://orcid.org/0000-0002-4127-2411,middle,I99065089,Tsinghua University,education,https://ror.org/03cve4549,"[""Tsinghua University""]","[{""raw_affiliation_string"": ""Tsinghua University"", ""institution_ids"": [""https://openalex.org/I99065089""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I99065089,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164004175,10.1109/tsmc.2026.3699694,"Artificial Intelligence-Empowered Trajectory Tracking Control for Autonomous Vehicles: A Survey on Applications, Frameworks, and Future Trends",2026,3,A5113289279,Yueming Cao,,middle,I99065089,Tsinghua University,education,https://ror.org/03cve4549,"[""Tsinghua University""]","[{""raw_affiliation_string"": ""Tsinghua University"", ""institution_ids"": [""https://openalex.org/I99065089""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I99065089,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164004175,10.1109/tsmc.2026.3699694,"Artificial Intelligence-Empowered Trajectory Tracking Control for Autonomous Vehicles: A Survey on Applications, Frameworks, and Future Trends",2026,4,A5085738753,Shangyi Li,https://orcid.org/0000-0002-4030-7280,middle,I99065089,Tsinghua University,education,https://ror.org/03cve4549,"[""Tsinghua University""]","[{""raw_affiliation_string"": ""Tsinghua University"", ""institution_ids"": [""https://openalex.org/I99065089""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I99065089,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164004175,10.1109/tsmc.2026.3699694,"Artificial Intelligence-Empowered Trajectory Tracking Control for Autonomous Vehicles: A Survey on Applications, Frameworks, and Future Trends",2026,5,A5100436368,Jianqiang Wang,https://orcid.org/0000-0003-4363-6108,middle,I99065089,Tsinghua University,education,https://ror.org/03cve4549,"[""Tsinghua University""]","[{""raw_affiliation_string"": ""Tsinghua University"", ""institution_ids"": [""https://openalex.org/I99065089""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I99065089,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164004175,10.1109/tsmc.2026.3699694,"Artificial Intelligence-Empowered Trajectory Tracking Control for Autonomous Vehicles: A Survey on Applications, Frameworks, and Future Trends",2026,6,A5031855986,Keqiang Li,https://orcid.org/0000-0002-9333-7416,last,I99065089,Tsinghua University,education,https://ror.org/03cve4549,"[""Tsinghua University""]","[{""raw_affiliation_string"": ""Tsinghua University"", ""institution_ids"": [""https://openalex.org/I99065089""]}]","[""CN""]",CN,China,Beijing,CN-beijing,Beijing,39.9075,116.39723,institution_geo,https://api.openalex.org/institutions/I99065089,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164987453,10.1063/5.0337442,Coordinated optimal scheduling of island micro water–energy nexus considering multi-source uncertainty and extreme risks,2026,1,A5121036687,Yudan Hou,,first,I183067930,Shanghai Jiao Tong University,education,https://ror.org/0220qvk04,"[""School of Electrical Engineering, Shanghai Jiao Tong University 1 , Shanghai 200240,""]","[{""raw_affiliation_string"": ""School of Electrical Engineering, Shanghai Jiao Tong University 1 , Shanghai 200240,"", ""institution_ids"": [""https://openalex.org/I183067930""]}]","[""CN""]",CN,China,Shanghai,CN-shanghai,Shanghai,31.22222,121.45806,institution_geo,https://api.openalex.org/institutions/I183067930,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164987453,10.1063/5.0337442,Coordinated optimal scheduling of island micro water–energy nexus considering multi-source uncertainty and extreme risks,2026,2,A5138795867,Alexis Pengfei Zhao,,middle,I4210095188,Environmental and Water Resources Engineering,other,https://ror.org/00mn2bk17,"[""Department of Energy Science and Engineering, Stanford University 2 , Stanford, California 94305,""]","[{""raw_affiliation_string"": ""Department of Energy Science and Engineering, Stanford University 2 , Stanford, California 94305,"", ""institution_ids"": [""https://openalex.org/I4210095188"", ""https://openalex.org/I97018004""]}]","[""IL"", ""US""]",IL,Israel,Haifa,IL-haifa,Haifa,32.81303,34.99928,institution_geo,https://api.openalex.org/institutions/I4210095188,OpenAlex institution.geo.region,,,institution_city_point,False,True
W7164987453,10.1063/5.0337442,Coordinated optimal scheduling of island micro water–energy nexus considering multi-source uncertainty and extreme risks,2026,2,A5138795867,Alexis Pengfei Zhao,,middle,I97018004,Stanford University,education,https://ror.org/00f54p054,"[""Department of Energy Science and Engineering, Stanford University 2 , Stanford, California 94305,""]","[{""raw_affiliation_string"": ""Department of Energy Science and Engineering, Stanford University 2 , Stanford, California 94305,"", ""institution_ids"": [""https://openalex.org/I4210095188"", ""https://openalex.org/I97018004""]}]","[""IL"", ""US""]",US,United States,California,US-california,Stanford,37.42411,-122.16608,institution_geo,https://api.openalex.org/institutions/I97018004,OpenAlex institution.geo.region,,,institution_city_point,False,True
